user_id,watch_instance_id,watched_at,video_id,duration,watched_duration
278101,27275464,2021-07-31 06:40:02.227229+00:00,5871,841,778
279996,26233754,2021-07-13 09:49:05.608495+00:00,22246,813,518
279996,26233781,2021-07-13 09:49:23.954733+00:00,22247,389,9
282875,26249050,2021-07-13 13:58:02.102681+00:00,31592,369,369
282875,26249826,2021-07-13 14:10:50.202494+00:00,31593,1032,1032
282968,26895895,2021-07-24 15:31:56.958941+00:00,3243,1691,45
283356,26837140,2021-07-23 15:30:38.045691+00:00,46448,1736,17
283356,26837177,2021-07-23 15:31:07.753770+00:00,46450,3190,16
283356,26459628,2021-07-17 06:40:02.485464+00:00,45939,2327,27
283356,26502066,2021-07-17 20:38:30.629518+00:00,45239,1532,1532
283356,26502067,2021-07-17 20:38:31.518972+00:00,45240,1370,0
283356,26558404,2021-07-18 19:59:57.416469+00:00,44268,1468,8
283356,26570087,2021-07-19 05:29:29.688109+00:00,44626,2420,2
283356,26558410,2021-07-18 20:00:08.223893+00:00,44624,2640,9
283356,26558411,2021-07-18 20:00:09.844956+00:00,44625,1967,5
283356,26501850,2021-07-17 20:10:39.463624+00:00,45450,2912,7
283356,26268274,2021-07-13 20:23:06.178646+00:00,45105,3852,7
283356,26501777,2021-07-17 20:03:22.164492+00:00,44266,2241,16
283356,26501848,2021-07-17 20:10:18.480533+00:00,44267,2292,15
283356,26252679,2021-07-13 14:53:09.852700+00:00,43813,2400,48
283356,26256056,2021-07-13 15:39:48.802551+00:00,43816,2970,5
283356,26261054,2021-07-13 16:54:24.253712+00:00,30992,1352,378
283356,26260849,2021-07-13 16:51:03.726706+00:00,36475,3372,419
283356,26261177,2021-07-13 16:56:13.018199+00:00,7597,1077,78
283356,26261227,2021-07-13 16:57:01.519029+00:00,10184,1987,215
283356,26256100,2021-07-13 15:40:36.782365+00:00,44763,1152,1033
283356,26268297,2021-07-13 20:27:48.450135+00:00,43914,545,50
283356,26268302,2021-07-13 20:28:43.028681+00:00,37044,2387,289
283356,26268308,2021-07-13 20:29:09.019803+00:00,22214,2391,19
283356,26260748,2021-07-13 16:49:31.719461+00:00,44263,2575,1
283356,26284101,2021-07-14 06:48:36.288969+00:00,10174,1594,129
283356,26284150,2021-07-14 06:49:20.418966+00:00,10043,1599,52
283356,26284576,2021-07-14 06:56:14.921156+00:00,9855,1743,520
283356,26284581,2021-07-14 06:56:19.069778+00:00,9857,1426,3
283356,26287765,2021-07-14 07:48:34.426864+00:00,45237,1887,13
283356,26268066,2021-07-13 20:01:22.727357+00:00,44264,2066,0
283356,26268083,2021-07-13 20:02:37.203418+00:00,44265,2466,5
283356,26256121,2021-07-13 15:40:55.121523+00:00,44988,3751,0
283356,26370515,2021-07-15 14:37:06.773970+00:00,45646,2680,0
283356,26375410,2021-07-15 15:56:37.321588+00:00,5097,286,5
284306,27253682,2021-07-30 16:58:09.695913+00:00,32623,590,45
284306,27047634,2021-07-27 11:03:10.624730+00:00,27743,640,0
284306,27261880,2021-07-31 00:54:01.378445+00:00,1519,712,712
284306,27262797,2021-07-31 01:39:57.430581+00:00,1521,795,795
284306,26612087,2021-07-19 17:21:31.410489+00:00,1408,90,6
284306,26612682,2021-07-19 17:32:51.617470+00:00,1417,644,644
284306,26612764,2021-07-19 17:34:10.548447+00:00,19990,596,45
284306,26627445,2021-07-20 05:03:09.140537+00:00,1435,734,66
284306,26523151,2021-07-18 08:09:31.678870+00:00,36914,1270,46
284306,27254554,2021-07-30 17:14:16.020434+00:00,1472,725,0
284306,27254848,2021-07-30 17:19:35.222997+00:00,1518,867,130
284306,27262133,2021-07-31 01:09:55.520372+00:00,1520,864,61
284306,26606775,2021-07-19 15:56:29.612458+00:00,4179,603,8
284334,26654347,2021-07-20 13:03:12.376423+00:00,31592,369,4
284334,27140286,2021-07-29 03:18:10.647564+00:00,24108,0,14
284334,27140306,2021-07-29 03:19:02.837077+00:00,5860,1032,21
284334,27140886,2021-07-29 03:36:44.640227+00:00,5861,666,666
284334,26258981,2021-07-13 16:22:31.941572+00:00,31594,1177,5
287333,26279219,2021-07-14 05:26:19.664785+00:00,4650,1010,1010
287333,26316130,2021-07-14 16:04:20.837319+00:00,4775,602,602
287333,26279229,2021-07-14 05:26:23.698695+00:00,4651,713,713
287333,26317963,2021-07-14 16:33:06.668131+00:00,4710,843,843
287333,26278265,2021-07-14 05:08:46.522809+00:00,4649,80,48
