user_id,attempt_id,started_at,status,no_of_questions,question_attempted
1506,50839743,None,CREATE,10,0
1506,50839752,None,PAUSE,10,10
1642,50842794,2021-06-04 16:52:25.634573+00:00,COMPLETE,10,10
1642,50843057,2021-06-04 16:55:37.917805+00:00,COMPLETE,10,10
1642,50843164,None,CREATE,10,0
1642,50844719,2021-06-04 17:13:54.987653+00:00,COMPLETE,10,10
1642,50849453,2021-06-04 18:11:06.781707+00:00,COMPLETE,10,10
1642,50849631,None,CREATE,10,0
1642,50850174,2021-06-04 18:21:15.356273+00:00,COMPLETE,10,10
1642,50850443,2021-06-04 18:25:48.923878+00:00,COMPLETE,10,10
1642,50850536,2021-06-04 18:27:47.524219+00:00,COMPLETE,10,10
1642,50850629,None,CREATE,10,0
6,50855054,None,COMPLETE,30,0
2610,50856651,2021-06-05 01:53:11.339191+00:00,COMPLETE,10,10
3439,50862454,2021-06-05 04:00:04.158904+00:00,COMPLETE,10,10
3664,50865590,None,CREATE,10,0
3421,50869277,None,CREATE,60,0
1831,50883356,2021-06-05 08:04:39.343837+00:00,COMPLETE,10,10
5201,50883960,None,CREATE,10,0
1831,50884048,2021-06-05 08:13:16.343334+00:00,COMPLETE,10,10
1831,50884183,None,CREATE,10,0
1831,50884702,2021-06-05 08:22:09.460282+00:00,COMPLETE,5,5
1831,50884904,2021-06-05 08:24:23.621962+00:00,COMPLETE,5,5
1831,50884950,2021-06-05 08:25:07.465987+00:00,COMPLETE,5,5
1831,50884998,None,CREATE,5,0
2610,50886355,2021-06-05 08:44:01.172429+00:00,COMPLETE,10,10
2610,50887360,2021-06-05 08:59:29.222807+00:00,COMPLETE,10,10
2610,50888325,2021-06-05 09:11:09.432595+00:00,COMPLETE,10,10
2610,50897851,2021-06-05 10:45:27.795707+00:00,COMPLETE,10,10
3664,50900061,2021-06-05 11:10:05.229081+00:00,COMPLETE,6,6
3664,50900242,2021-06-05 11:12:00.852904+00:00,COMPLETE,6,6
3664,50900884,None,CREATE,100,0
6323,50901373,2021-06-05 11:26:58.668992+00:00,COMPLETE,10,10
6323,50903711,2021-06-05 11:58:26.892419+00:00,COMPLETE,10,10
6323,50903942,None,CREATE,100,0
3664,50907501,2021-06-05 12:46:17.354224+00:00,COMPLETE,50,5
3664,50907674,None,CREATE,50,0
8062,50919270,None,PAUSE,10,10
9331,50935021,2021-06-05 17:22:57.462810+00:00,COMPLETE,10,10
9331,50935430,None,CREATE,10,0
2610,50937783,2021-06-05 17:57:06.472440+00:00,COMPLETE,20,20
2610,50939205,2021-06-05 18:19:20.221105+00:00,COMPLETE,20,15
2610,50944664,2021-06-06 00:53:30.615275+00:00,COMPLETE,20,20
2610,50945107,2021-06-06 01:06:24.566418+00:00,COMPLETE,20,20
2610,50945697,2021-06-06 01:23:21.184384+00:00,COMPLETE,20,19
2610,50946334,2021-06-06 06:01:15.408516+00:00,COMPLETE,20,20
11729,50960136,2021-06-06 06:43:56.652129+00:00,COMPLETE,10,10
11729,50960352,2021-06-06 05:39:55.078955+00:00,COMPLETE,20,13
11729,50960688,None,CREATE,20,0
11729,50962619,2021-06-06 06:42:14.744787+00:00,COMPLETE,10,10
2610,50962929,None,CREATE,20,0
11736,50963241,2021-06-06 06:12:41.209870+00:00,COMPLETE,10,2
11736,50963432,None,CREATE,10,0
2610,50964710,2021-06-06 06:28:26.701745+00:00,COMPLETE,20,20
6323,50965749,2021-06-06 06:38:22.106545+00:00,COMPLETE,10,10
11729,50966319,2021-06-18 11:25:58.497072+00:00,COMPLETE,10,10
6323,50966574,None,CREATE,10,0
2610,50968301,2021-06-06 07:02:13.816330+00:00,COMPLETE,20,20
2610,50970483,2021-06-06 07:51:34.731633+00:00,COMPLETE,20,20
6323,50970633,2021-06-06 07:24:45.737947+00:00,COMPLETE,10,10
3464,50971363,2021-07-02 23:51:18.413848+00:00,COMPLETE,5,5
11729,50973243,2021-06-07 09:18:29.164767+00:00,COMPLETE,20,20
2610,50973870,None,CREATE,20,0
3464,50976683,2021-07-13 00:32:31.516626+00:00,COMPLETE,20,20
11104,50977284,2021-06-06 08:52:53.917563+00:00,COMPLETE,10,10
11104,50978782,2021-06-06 09:03:45.361545+00:00,COMPLETE,10,10
11104,50979003,2021-06-06 13:24:28.245533+00:00,COMPLETE,10,10
11729,50986779,2021-06-09 11:01:16.664886+00:00,COMPLETE,10,10
3439,51008529,2021-06-06 14:21:32.592331+00:00,COMPLETE,5,5
3439,51008771,2021-06-07 16:27:41.284357+00:00,COMPLETE,5,5
3439,51008791,2021-06-07 04:15:37.312447+00:00,COMPLETE,5,5
15230,51009272,2021-06-06 14:28:01.608598+00:00,COMPLETE,10,8
15230,51009619,2021-06-06 14:31:24.755577+00:00,COMPLETE,10,10
15230,51009690,None,CREATE,10,0
12671,51010189,2021-06-07 08:47:30.129790+00:00,COMPLETE,60,4
3421,51010285,2021-06-06 14:39:09.461826+00:00,COMPLETE,10,10
15230,51010334,2021-06-06 14:38:34.107200+00:00,COMPLETE,10,10
3421,51010699,2021-06-06 14:41:41.341829+00:00,COMPLETE,10,10
15230,51010824,2021-06-06 14:42:51.035432+00:00,COMPLETE,10,10
3421,51010938,None,CREATE,10,0
15230,51011842,2021-06-06 14:52:33.416357+00:00,COMPLETE,10,10
15230,51012760,2021-06-06 15:00:56.634769+00:00,COMPLETE,10,10
11736,51012943,2021-06-06 15:02:45.888293+00:00,COMPLETE,10,6
15605,51013479,2021-06-06 15:07:08.786284+00:00,COMPLETE,13,13
15230,51013584,2021-06-06 15:07:36.377392+00:00,COMPLETE,10,10
11736,51013668,None,CREATE,10,0
11736,51013719,None,CREATE,15,0
15230,51013896,2021-06-06 15:10:03.317112+00:00,COMPLETE,20,20
15230,51014516,None,CREATE,20,0
15230,51014530,2021-06-06 15:15:07.839829+00:00,COMPLETE,20,20
15230,51014914,None,CREATE,20,0
15230,51014926,2021-06-06 15:18:40.352724+00:00,COMPLETE,20,20
15230,51015346,None,CREATE,20,0
15230,51015354,2021-06-06 15:22:36.621292+00:00,COMPLETE,20,20
15230,51015842,None,CREATE,20,0
15230,51015919,2021-06-06 15:27:22.022287+00:00,PAUSE,10,10
15431,51021341,None,CREATE,100,0
16938,51022037,2021-06-06 16:28:37.630763+00:00,COMPLETE,10,10
16938,51022346,None,CREATE,10,0
16938,51022385,2021-06-06 16:31:41.982198+00:00,COMPLETE,10,10
16938,51022547,None,CREATE,10,0
16938,51022594,2021-06-06 16:33:41.002318+00:00,COMPLETE,10,10
16938,51022691,None,CREATE,10,0
16938,51022695,2021-06-06 16:34:33.663422+00:00,COMPLETE,10,10
16938,51022771,None,CREATE,10,0
1642,51034440,2021-06-06 19:03:11.632563+00:00,COMPLETE,20,20
1642,51034675,None,CREATE,20,0
9747,51034678,2021-06-07 11:26:42.518524+00:00,COMPLETE,10,10
17705,51035938,2021-06-06 20:45:18.002864+00:00,COMPLETE,10,9
2610,51038727,2021-06-07 01:27:12.396585+00:00,COMPLETE,20,20
2610,51039759,2021-06-07 01:54:55.181443+00:00,COMPLETE,20,20
2610,51040085,None,CREATE,20,0
19104,51045498,2021-06-07 03:50:30.703350+00:00,COMPLETE,6,6
19104,51045639,2021-06-07 03:53:03.996447+00:00,PAUSE,100,100
19104,51045670,2021-06-07 03:53:52.527803+00:00,COMPLETE,20,20
19104,51045811,2021-06-07 03:56:31.876228+00:00,COMPLETE,20,20
19104,51045930,2021-06-07 03:58:55.620189+00:00,COMPLETE,20,20
19104,51046043,2021-06-07 04:00:55.644179+00:00,COMPLETE,20,20
19104,51046112,2021-06-07 04:03:19.399154+00:00,COMPLETE,20,20
19104,51046232,2021-06-07 04:05:00.495114+00:00,COMPLETE,20,20
19104,51046313,None,CREATE,20,0
19104,51046331,None,COMPLETE,10,0
3439,51046852,2021-06-08 03:01:06.274933+00:00,COMPLETE,5,5
3439,51046978,2021-06-07 04:19:17.311928+00:00,COMPLETE,5,5
20168,51054938,2021-06-07 06:08:17.358008+00:00,COMPLETE,100,99
20168,51055870,None,CREATE,100,0
6323,51056396,2021-06-07 06:24:54.118532+00:00,COMPLETE,10,10
6323,51056737,None,CREATE,10,0
6323,51060384,2021-06-07 07:08:19.116318+00:00,COMPLETE,20,20
6323,51061114,2021-06-07 07:14:28.838392+00:00,COMPLETE,20,20
6323,51061754,None,CREATE,20,0
11736,51063781,2021-06-07 07:44:26.454948+00:00,COMPLETE,10,3
21317,51066078,None,CREATE,10,0
21317,51066089,None,CREATE,10,0
21317,51066097,None,CREATE,10,0
21317,51066122,None,CREATE,10,0
3664,51068393,2021-06-07 08:45:52.230398+00:00,COMPLETE,6,6
3664,51068572,2021-06-07 08:47:39.456723+00:00,COMPLETE,6,6
21760,51071125,2021-06-07 09:23:27.742292+00:00,COMPLETE,100,66
21808,51071168,2021-06-07 09:17:50.309145+00:00,COMPLETE,10,10
21808,51071266,None,CREATE,10,0
11729,51071535,None,CREATE,20,0
21068,51072823,None,CREATE,100,0
19117,51074667,2021-06-07 10:20:07.842360+00:00,COMPLETE,25,14
21760,51075614,None,CREATE,100,0
11729,51079408,None,PAUSE,10,10
9747,51082756,2021-06-07 11:31:07.236760+00:00,COMPLETE,10,10
9747,51082881,None,CREATE,10,0
12671,51083003,2021-06-07 11:33:41.045797+00:00,COMPLETE,10,10
12671,51083163,None,PAUSE,10,10
21317,51084506,None,CREATE,20,0
15605,51091186,2021-06-22 13:07:48.990354+00:00,COMPLETE,13,13
16938,51091896,2021-06-07 13:26:56.130749+00:00,COMPLETE,5,5
16938,51092171,None,CREATE,5,0
23908,51092574,None,CREATE,10,0
23908,51092629,2021-06-07 13:35:38.107545+00:00,PAUSE,10,10
23908,51092771,2021-06-07 13:37:04.035978+00:00,COMPLETE,10,10
3421,51096096,2021-06-07 14:11:51.258151+00:00,COMPLETE,10,10
3439,51096502,2021-06-07 14:16:53.881412+00:00,COMPLETE,30,30
3439,51097814,None,CREATE,30,0
3439,51097908,2021-06-07 14:28:28.293097+00:00,COMPLETE,10,10
3439,51098213,2021-06-14 02:58:56.947063+00:00,COMPLETE,10,10
3439,51098232,2021-06-07 14:31:26.945159+00:00,COMPLETE,10,10
6,51099465,2021-06-07 14:42:33.555259+00:00,COMPLETE,30,30
3421,51100524,2021-06-07 15:01:45.094585+00:00,COMPLETE,10,10
15605,51100707,2021-06-07 14:52:29.302075+00:00,COMPLETE,13,13
6,51101002,2021-06-07 17:27:42.960916+00:00,COMPLETE,30,9
3421,51103995,2021-06-07 15:22:53.154243+00:00,COMPLETE,10,10
3421,51104883,None,CREATE,10,0
9747,51105136,2021-06-07 15:34:49.773790+00:00,COMPLETE,10,10
9747,51105440,None,CREATE,10,0
3439,51111063,2021-06-08 02:55:55.679648+00:00,COMPLETE,5,5
3439,51111085,2021-06-07 16:29:09.832318+00:00,COMPLETE,5,5
3439,51111275,None,CREATE,5,0
3439,51111286,2021-06-07 16:30:56.794247+00:00,COMPLETE,5,5
3439,51111531,None,CREATE,5,0
3439,51111547,2021-06-07 16:33:33.245370+00:00,COMPLETE,5,5
3439,51111742,None,CREATE,5,0
3439,51111755,2021-06-07 16:35:25.303948+00:00,COMPLETE,5,5
3439,51111945,None,CREATE,5,0
3439,51111956,2021-06-07 16:37:26.797231+00:00,COMPLETE,5,5
3439,51112110,None,CREATE,5,0
3439,51112126,2021-06-07 16:38:55.177301+00:00,COMPLETE,5,5
3439,51112249,None,CREATE,5,0
3439,51112261,2021-06-07 16:40:39.910652+00:00,COMPLETE,5,5
3439,51112430,None,CREATE,5,0
3439,51112433,2021-06-07 16:42:52.763040+00:00,COMPLETE,5,5
3439,51112960,None,CREATE,5,0
3439,51112969,2021-06-07 16:48:05.666185+00:00,COMPLETE,5,5
3439,51113128,None,CREATE,5,0
3439,51113136,2021-06-07 16:49:41.017171+00:00,COMPLETE,5,5
1831,51113149,2021-06-07 16:49:45.749412+00:00,COMPLETE,10,10
3439,51113278,None,CREATE,5,0
3439,51113286,2021-06-07 16:51:19.872812+00:00,COMPLETE,5,5
3439,51113498,None,CREATE,5,0
1831,51113500,2021-06-07 16:53:02.629061+00:00,COMPLETE,10,10
3439,51113505,2021-06-07 16:53:22.341539+00:00,COMPLETE,5,5
1831,51113652,2021-06-07 16:54:24.495509+00:00,COMPLETE,10,10
3439,51113720,None,CREATE,5,0
3439,51113728,2021-06-07 16:55:14.587263+00:00,COMPLETE,5,5
1831,51113757,2021-06-07 16:59:21.842733+00:00,COMPLETE,10,10
1831,51113767,2021-06-07 16:55:37.494868+00:00,COMPLETE,5,5
3439,51113848,None,CREATE,5,0
1831,51113902,2021-06-07 16:56:44.917986+00:00,COMPLETE,5,5
1831,51113938,None,CREATE,5,0
1831,51113946,2021-06-07 16:57:16.933863+00:00,COMPLETE,5,5
1831,51114018,2021-06-07 16:58:01.221429+00:00,COMPLETE,5,5
1831,51114097,None,CREATE,5,0
1831,51114243,None,CREATE,10,0
1831,51114273,2021-06-07 17:00:38.072934+00:00,COMPLETE,10,10
1831,51114441,2021-06-07 17:02:30.765071+00:00,COMPLETE,10,10
1831,51114527,None,CREATE,10,0
1831,51114528,2021-06-07 17:03:30.846779+00:00,COMPLETE,10,10
1831,51114816,2021-06-07 17:06:10.179900+00:00,COMPLETE,10,10
1831,51114900,None,CREATE,10,0
1831,51114910,2021-06-07 17:07:21.826384+00:00,COMPLETE,10,10
25313,51115037,2021-06-07 17:08:56.049763+00:00,COMPLETE,10,10
1831,51115129,2021-06-07 17:09:26.911960+00:00,COMPLETE,10,10
1831,51115207,None,CREATE,10,0
1831,51115212,2021-06-07 17:10:21.858620+00:00,COMPLETE,10,10
1831,51115314,None,CREATE,10,0
20740,51115460,2021-06-07 17:13:50.645526+00:00,COMPLETE,10,3
20740,51116779,2021-06-07 17:26:23.132322+00:00,COMPLETE,10,8
6,51117646,2021-06-07 17:52:13.175348+00:00,COMPLETE,30,0
21708,51117720,2021-06-07 17:36:38.475911+00:00,COMPLETE,30,30
21708,51118160,None,CREATE,30,0
21708,51118212,2021-06-07 17:42:18.347501+00:00,COMPLETE,50,7
25313,51118274,2021-06-07 18:02:37.317820+00:00,COMPLETE,10,10
25313,51118275,2021-06-07 17:43:16.037448+00:00,COMPLETE,10,10
21708,51118343,None,CREATE,50,0
21708,51118377,2021-06-07 17:44:28.757036+00:00,PAUSE,155,155
21708,51118422,2021-06-07 17:44:48.751740+00:00,COMPLETE,10,1
21708,51118446,None,CREATE,10,0
21708,51118466,2021-06-07 17:45:26.001290+00:00,COMPLETE,100,11
21708,51118618,None,CREATE,100,0
21708,51118661,2021-06-07 17:47:32.608967+00:00,PAUSE,10,10
21708,51118729,2021-06-07 17:48:27.633667+00:00,COMPLETE,100,11
21708,51118902,None,CREATE,100,0
25313,51118975,None,CREATE,35,0
6,51119007,2021-06-08 10:51:48.563511+00:00,COMPLETE,15,10
6,51119079,2021-06-08 07:54:48.095566+00:00,COMPLETE,30,30
6,51119155,2021-06-07 17:53:39.895348+00:00,COMPLETE,18,17
6,51119562,2021-07-18 17:48:16.904739+00:00,COMPLETE,18,18
6,51119586,2021-06-07 17:59:21.005162+00:00,COMPLETE,23,0
6,51119608,None,CREATE,23,0
25313,51119884,None,CREATE,10,0
25313,51120952,2021-06-07 18:19:38.729609+00:00,COMPLETE,10,10
16938,51121463,2021-06-07 18:28:07.045001+00:00,PROGRESS,30,30
25313,51121756,2021-06-07 18:33:26.845083+00:00,COMPLETE,10,10
25313,51121779,None,CREATE,10,0
25313,51123028,2021-06-07 19:04:00.949618+00:00,COMPLETE,10,10
26478,51125897,None,PAUSE,10,10
26478,51125939,None,CREATE,10,0
26580,51127865,2021-06-08 01:29:12.232084+00:00,COMPLETE,20,20
26580,51128378,2021-06-15 07:12:40.190190+00:00,COMPLETE,20,20
3439,51128537,2021-06-08 01:44:33.325029+00:00,COMPLETE,5,5
3439,51132178,None,PAUSE,5,5
3439,51133562,2021-07-19 07:36:13.120610+00:00,COMPLETE,5,5
3439,51133572,2021-06-08 03:27:05.617410+00:00,COMPLETE,5,5
27499,51134584,2021-06-08 03:44:51.697583+00:00,COMPLETE,5,5
27499,51134657,None,CREATE,5,0
27499,51134786,2021-06-08 03:48:54.255244+00:00,COMPLETE,5,5
27499,51134864,None,CREATE,5,0
27499,51135016,2021-06-08 03:53:28.633608+00:00,COMPLETE,5,5
27499,51135175,None,CREATE,5,0
27499,51135449,2021-06-08 04:00:07.758038+00:00,COMPLETE,5,5
27499,51135507,None,CREATE,5,0
25313,51136348,2021-06-08 04:17:23.608038+00:00,COMPLETE,10,10
25313,51136506,None,CREATE,10,0
27499,51137123,2021-06-08 04:30:44.559748+00:00,COMPLETE,5,5
27499,51137197,None,CREATE,5,0
27946,51138255,None,CREATE,15,0
25313,51138686,2021-06-08 04:47:34.251303+00:00,COMPLETE,20,20
25313,51139301,None,CREATE,20,0
27499,51140801,2021-06-08 05:09:50.294579+00:00,COMPLETE,60,59
27499,51142388,None,CREATE,60,0
27499,51142425,2021-06-08 05:28:19.942649+00:00,PAUSE,140,140
28487,51144694,2021-06-08 05:53:12.427849+00:00,COMPLETE,25,24
28487,51146506,2021-06-08 06:12:02.851619+00:00,COMPLETE,10,2
28621,51146546,2021-06-08 06:13:01.907443+00:00,COMPLETE,200,5
28487,51146811,2021-06-08 06:23:24.833399+00:00,COMPLETE,10,10
28621,51146987,None,CREATE,200,0
28487,51148137,None,COMPLETE,10,0
28487,51148184,None,CREATE,10,0
3664,51148296,2021-06-08 06:29:33.662241+00:00,COMPLETE,11,10
3664,51149327,2021-06-08 06:38:22.092252+00:00,COMPLETE,11,10
28487,51149380,None,PAUSE,10,10
28487,51149427,2021-06-09 09:17:00.499603+00:00,COMPLETE,25,25
28487,51149480,2021-06-08 06:39:50.451997+00:00,COMPLETE,30,9
3664,51149653,None,CREATE,11,0
28487,51150033,None,CREATE,30,0
28487,51150175,2021-06-08 06:45:38.718003+00:00,COMPLETE,50,46
20740,51150433,2021-06-08 06:48:03.608263+00:00,COMPLETE,10,9
20740,51150713,2021-06-10 04:11:30.926215+00:00,COMPLETE,10,7
28487,51150917,2021-06-09 03:50:18.095376+00:00,COMPLETE,50,50
28487,51150949,2021-06-09 06:08:37.964562+00:00,COMPLETE,50,42
28487,51151006,None,PAUSE,40,40
28487,51151054,2021-06-09 09:29:16.460130+00:00,PROGRESS,25,25
12671,51152545,2021-06-08 07:15:55.572468+00:00,COMPLETE,10,10
12671,51153695,None,CREATE,10,0
29443,51156153,2021-06-08 07:43:31.636622+00:00,COMPLETE,10,10
29403,51156211,2021-06-08 07:44:10.250509+00:00,COMPLETE,10,10
6323,51156250,2021-06-08 07:58:17.213168+00:00,COMPLETE,20,20
26478,51156292,2021-06-08 07:44:34.089517+00:00,COMPLETE,20,20
29443,51156539,None,CREATE,10,0
29443,51156582,2021-06-08 07:47:42.565975+00:00,COMPLETE,10,10
3664,51156625,2021-06-08 07:48:03.958637+00:00,COMPLETE,50,41
29443,51156747,None,CREATE,10,0
26478,51156860,None,CREATE,20,0
26478,51157007,None,COMPLETE,20,0
26478,51157051,None,CREATE,20,0
3664,51157725,None,CREATE,50,0
6,51157734,2021-07-28 10:36:41.661338+00:00,COMPLETE,30,30
6323,51158059,2021-06-08 08:05:18.492729+00:00,COMPLETE,20,20
3439,51158130,2021-06-08 08:06:39.391798+00:00,COMPLETE,5,5
3439,51158382,None,CREATE,5,0
3439,51158387,2021-06-08 08:09:39.435171+00:00,COMPLETE,5,5
3439,51158586,None,CREATE,5,0
3439,51158595,2021-06-08 08:12:04.902582+00:00,COMPLETE,5,5
28487,51158610,2021-06-08 08:12:20.638221+00:00,COMPLETE,10,2
6323,51158631,None,CREATE,20,0
3439,51158783,None,CREATE,5,0
3439,51158795,2021-06-08 08:15:09.031439+00:00,COMPLETE,5,5
29403,51158846,2021-06-08 08:22:24.196342+00:00,COMPLETE,10,10
3439,51158993,None,CREATE,5,0
3439,51159003,2021-06-08 08:17:30.971759+00:00,COMPLETE,5,5
3439,51159165,None,CREATE,5,0
3439,51159171,2021-06-08 08:19:36.412743+00:00,COMPLETE,5,5
3439,51159342,None,CREATE,5,0
29712,51159350,2021-06-08 08:21:46.749515+00:00,COMPLETE,6,6
29712,51159489,None,CREATE,6,0
8062,51159593,2021-06-08 08:24:45.097229+00:00,COMPLETE,10,10
29712,51159597,2021-06-08 08:24:56.083286+00:00,COMPLETE,10,10
8062,51159658,None,COMPLETE,10,0
29712,51159702,None,PAUSE,10,10
29403,51159954,None,CREATE,10,0
8062,51160107,2021-06-11 17:05:37.009630+00:00,COMPLETE,60,60
19800,51160523,2021-06-08 08:38:30.906075+00:00,COMPLETE,10,6
19800,51162780,None,CREATE,10,0
8062,51162798,2021-06-08 09:07:01.428775+00:00,COMPLETE,10,10
8062,51162889,2021-07-31 13:03:44.223821+00:00,COMPLETE,10,10
8062,51163254,2021-06-08 09:12:43.488174+00:00,COMPLETE,10,10
8062,51163616,2021-07-31 13:10:26.645930+00:00,COMPLETE,10,10
8062,51164067,2021-06-08 09:22:15.867275+00:00,COMPLETE,10,10
8062,51164484,2021-06-08 09:26:59.103502+00:00,COMPLETE,10,10
8062,51164757,2021-06-08 12:24:16.252655+00:00,COMPLETE,10,10
8062,51164784,2021-06-08 09:30:28.019876+00:00,COMPLETE,20,20
19800,51166076,None,CREATE,10,0
21760,51167294,2021-06-08 09:53:25.776018+00:00,COMPLETE,6,6
30206,51168829,None,CREATE,100,0
28487,51168859,2021-06-08 10:08:07.833017+00:00,COMPLETE,30,25
28487,51169576,2021-06-08 10:15:36.666485+00:00,COMPLETE,30,8
28487,51169658,None,PAUSE,30,30
28487,51169777,2021-06-08 10:18:06.639024+00:00,PROGRESS,100,100
30582,51170277,2021-06-08 10:23:36.452860+00:00,PAUSE,200,200
30437,51170857,2021-06-08 10:30:10.672281+00:00,COMPLETE,10,10
30437,51171141,2021-06-08 11:37:54.473914+00:00,COMPLETE,10,1
26580,51171590,2021-06-08 10:39:01.170025+00:00,COMPLETE,20,18
9747,51172685,2021-06-08 10:51:44.082872+00:00,COMPLETE,10,10
6,51173211,None,COMPLETE,15,0
26580,51173217,2021-06-08 10:57:44.842204+00:00,COMPLETE,20,20
26580,51173488,2021-06-08 11:01:56.181289+00:00,COMPLETE,20,20
26580,51173796,None,CREATE,20,0
26580,51173908,2021-06-08 11:05:32.244875+00:00,COMPLETE,15,14
23744,51179320,None,COMPLETE,30,0
23744,51179351,None,CREATE,30,0
29403,51179707,2021-06-08 12:21:26.549111+00:00,COMPLETE,10,10
29403,51180161,None,CREATE,10,0
28487,51180586,2021-06-08 12:33:42.722312+00:00,COMPLETE,10,1
6,51181133,2021-06-08 12:41:24.914924+00:00,COMPLETE,150,8
8062,51181351,2021-06-08 12:43:43.721269+00:00,COMPLETE,20,20
28487,51181743,None,CREATE,10,0
13940,51182619,2021-06-08 12:58:37.165306+00:00,COMPLETE,30,7
26478,51182715,None,CREATE,20,0
26478,51182819,2021-06-08 13:00:19.283970+00:00,COMPLETE,20,1
26478,51182880,None,CREATE,20,0
28487,51182910,None,CREATE,10,0
31835,51184135,2021-06-08 13:16:54.330188+00:00,COMPLETE,100,46
6,51185097,2021-06-16 18:32:37.404763+00:00,COMPLETE,150,81
26580,51185636,2021-06-08 13:32:49.784378+00:00,COMPLETE,30,30
26580,51186953,None,CREATE,30,0
26580,51187064,None,CREATE,15,0
25313,51190683,2021-06-08 14:24:33.740175+00:00,COMPLETE,20,20
25313,51191108,None,CREATE,20,0
25313,51192430,2021-06-08 14:40:40.050557+00:00,COMPLETE,20,20
25313,51194666,2021-06-08 14:59:37.204736+00:00,COMPLETE,20,20
3439,51197658,None,COMPLETE,30,0
3439,51197728,None,CREATE,30,0
7102,51198622,2021-06-08 15:37:37.445384+00:00,COMPLETE,10,10
7102,51198899,2021-06-08 15:39:41.117684+00:00,COMPLETE,10,10
7102,51199071,None,CREATE,10,0
7102,51199120,None,CREATE,6,0
30582,51199540,2021-06-08 15:45:53.259046+00:00,COMPLETE,10,10
31835,51200842,None,CREATE,100,0
30582,51201128,None,CREATE,10,0
30582,51201148,None,CREATE,10,0
3439,51204433,2021-06-20 04:41:01.388560+00:00,COMPLETE,50,50
3439,51204472,2021-06-08 16:30:26.374198+00:00,COMPLETE,5,5
21043,51209026,2021-06-08 17:44:01.477434+00:00,COMPLETE,10,10
27946,51209732,2021-06-08 17:18:14.880211+00:00,COMPLETE,10,7
27946,51209929,None,CREATE,10,0
30437,51212449,2021-06-08 17:44:40.003269+00:00,COMPLETE,10,10
21043,51212721,None,COMPLETE,10,0
21043,51212735,2021-06-08 17:47:31.842051+00:00,COMPLETE,10,10
21043,51212794,None,CREATE,10,0
28516,51212897,None,COMPLETE,10,10
34032,51212930,2021-06-08 17:49:54.464747+00:00,COMPLETE,10,10
34032,51213043,None,PAUSE,10,10
6,51213792,2021-06-08 18:00:09.250610+00:00,COMPLETE,20,20
34032,51214289,2021-06-08 18:06:44.963046+00:00,COMPLETE,10,10
34032,51214349,2021-06-09 03:08:22.628872+00:00,COMPLETE,10,10
6,51214357,None,COMPLETE,20,0
6,51214386,None,CREATE,12,0
19800,51217773,2021-06-08 19:29:15.223941+00:00,COMPLETE,10,10
19800,51217834,2021-06-10 18:49:35.301780+00:00,COMPLETE,10,10
6190,51219343,2021-06-08 22:19:30.802869+00:00,COMPLETE,10,10
17705,51219346,2021-06-08 22:20:18.988011+00:00,COMPLETE,45,45
6190,51219348,2021-06-09 06:01:52.390707+00:00,COMPLETE,10,10
17705,51219409,None,CREATE,45,0
17705,51219410,2021-06-08 22:42:50.054268+00:00,COMPLETE,6,6
17705,51219413,2021-06-08 22:44:37.392359+00:00,COMPLETE,6,5
6190,51219414,2021-06-08 22:44:57.923223+00:00,COMPLETE,10,10
6190,51219416,2021-07-06 07:49:55.705714+00:00,COMPLETE,10,10
17705,51219417,2021-06-08 22:46:26.665718+00:00,COMPLETE,6,6
17705,51219422,None,CREATE,6,0
17705,51219425,2021-06-08 22:48:50.011854+00:00,COMPLETE,6,6
17705,51219433,2021-06-08 22:50:36.762522+00:00,COMPLETE,6,6
17705,51219439,2021-06-08 22:52:36.834335+00:00,COMPLETE,6,6
17705,51219447,2021-06-08 22:55:12.339754+00:00,COMPLETE,6,6
17705,51219453,2021-06-08 22:56:53.743500+00:00,COMPLETE,6,6
17705,51219456,2021-06-08 22:58:46.339000+00:00,COMPLETE,6,6
30582,51223521,None,CREATE,10,0
30582,51223829,2021-06-09 02:07:32.912415+00:00,COMPLETE,200,4
30582,51224076,None,CREATE,200,0
34926,51224596,None,PAUSE,100,100
18663,51227467,None,CREATE,15,0
34032,51228154,None,CREATE,10,0
28487,51229865,2021-06-09 03:36:27.938852+00:00,COMPLETE,6,6
28487,51229960,2021-06-09 03:38:12.506153+00:00,COMPLETE,6,6
28487,51230095,2021-06-09 03:40:03.002544+00:00,COMPLETE,6,6
35674,51231286,2021-06-09 03:59:23.644582+00:00,COMPLETE,100,29
34032,51231435,2021-06-09 04:00:22.588682+00:00,COMPLETE,10,10
3439,51231964,2021-06-09 04:09:15.664702+00:00,COMPLETE,5,5
3439,51232107,None,CREATE,5,0
3439,51232158,None,PAUSE,200,200
34032,51232349,2021-06-09 04:14:33.119107+00:00,COMPLETE,10,10
26580,51232679,2021-06-09 04:20:12.270737+00:00,COMPLETE,20,20
26580,51233115,None,COMPLETE,20,0
26580,51233127,None,CREATE,20,0
35674,51233535,None,CREATE,100,0
34032,51234077,2021-06-09 04:41:26.355020+00:00,COMPLETE,10,10
34032,51235670,2021-06-09 05:02:04.929715+00:00,COMPLETE,20,20
25313,51235798,2021-06-09 05:03:17.234664+00:00,COMPLETE,20,20
34032,51236517,2021-06-09 05:11:28.119936+00:00,COMPLETE,20,20
